ID Comment,ID Post,User Name,Comments,Sentiments,Call Quality Issues,"Data Quality Issues (3G, 4G)",Coverage Issues,Response Time,Agent Behavior,Overcharging and Stolen Credit Issues,Billing Errors,Subscription & Plan Issues,Hidden Charges,Suggestions,Promotions & Discounts,Competitor Pricing & Value (Mobilis and Djezzy),Competitor Plan Flexibility (Mobilis and Djezzy),Competitor Data Consumption (Mobilis and Djezzy),Loyalty Expression,Service Information Request,Other
746,35,Mortet Zoubir,pour migration de djezzy special a legend s il vous plais,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
747,35,Ghano Clx,وينا تطلقو شبكة,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
748,35,الآخرة خير وأبقى,شبكة ناقص كثيرا,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,35,Lakhdar Abdelkrim,thanks djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
750,35,Zizou Phone,pour migration de djezzy special a legend s il vous plais,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
751,35,Wahid Ba,تدفق انترنت ضعيف جدا او منعدم بعد الساعة 17:00 مافائدة 70 جيقا ؟! لديكم اضعف تدفق من بين كل المتعاملين.. ماتقولوليش اعطيلنا معلومات في الخاص علاخاطر راني مديتهالكم 3 مرات وماكان والو..,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
752,35,Àmîñé Ahmed Ayad,اسوء شريحة فلعالم لا شبكة لا عروض شابين لا إنترنت مجانا كل يوم في رمضان لا يوجد متمدش لي بونوس ثان,Negatif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
753,35,الحواس بن عيسى,1 جيقا أو 12 جيقا أو 40 جيقا أو 60 جيقا أو 100 جيقا و شبكة عيان كي تكون انترنت عيانة و ثقيلة ما هو راح افعل بالعروض هذه,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
754,35,Fayçal Tlm Tlemcen,اسوأ شبكة هاتف نقال في اوجليدة,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,35,Ïdrïs Båhrì,كيفاه نفعلوه هذا عرض,Neutre,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
756,36,Adel Bouchama,جازي أحسن شبكة,Positif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
757,36,Móhamed Ÿákøùb,وفرولنا انترنت بونيس بلمجان,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
758,36,Tahir Saidi,جیزی احسن خدمات,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
759,37,Adel Bellili,المشكل في شبكة انترنت لا يوجد,Negatif,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,37,Ricky Sam,فيكم الا لكذب انا في رمضان ياك احشمو,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
761,37,Sam Sam Ber,merci djezzy fort,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
762,37,Chaima Mimi,كيفاه,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
763,37,Nabil Ben Hamou,أعلاه راكم تدولي هذيك الخمس آلاف الذي تقعدلي اعلاه,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
764,37,ﹾ٭ ﹾ٭ ﹾ٭ ﹾ٭,شكرا جازي,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
765,37,Nili Nili,كيفاه,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
766,37,Áŷm Ěñ,كذب,Negatif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
767,37,You Nës,جازي ذهب فيها صاي لا شبكة لا انترنت سيء سيء وميخدمش تطبيق كع خسرت لا انفي لا تحويل ردونا 6g وردو نشوفو فطوات بال0 راكم الا تزيدو تخسرو فمتعاملين خاص بكم كسبوهم تربحو,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
768,38,Djøü Dã,شبكة راهو كارثة في جازي,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
769,38,Sara Talhi,ما راهيش تمشي عندي ما نقدرش لا نتصل لا يتصلو بيا ماذا يوجد,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
770,38,ابو معاذ,رجعولي 1جيقا ب 30دج يرحم والديكم,Negatif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
771,38,ᏚᎿᎡᏫᏁᎶ ᎶᎥᎡᏞ,دعوة مراهيش تمشي,Negatif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
772,38,Mouh Alger,كفاش هادي,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
773,38,Sam Winston,شبكة يذهب كامل,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,38,S-i Sifo,يوجد مشكل في الدعوة,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
775,38,Boudkhila Abdelselam,عيش ايام رمضان مع djezzy,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
776,38,S-i Sifo,خاوتي كامل.. الغو متابعت صفحة djezzy,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,38,Ãçhrãf Hå,rahim hamzaoui,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
778,39,Plume Plume,vive djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
779,39,Kader Kader,fort,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
780,39,Sam Sam Ber,vive djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
781,39,Amin TClemson,سلام عليكم بغيت نسقسيكم علي لي بوتيك متى يقفلو في رمضان,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
782,39,Jamel Ooredoo,هده فاتوره كل شهر نخلص او شريحة عاديه,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
783,39,Mohammed Khennoufa,الذي عنده legend يقدر شونجيها max,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
784,39,Warda Al Djana,كيف نح تفعيل خاص ب مواقيت افطار ؟؟,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
785,39,Warda Al Djana,كيف افعل لكي نفعل الخدمة,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
786,39,Mohamed Mehdi Kalafat,اخدمو شبكة خاص ب الانترنيت ممبعد افعلو العروض,Negatif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
787,39,Amina Berka,حابة شريحة تاعي نرجعها legend,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
788,39,Nawel Ninet,شريتها و ندمت تقيلة كثيرا,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
789,39,Djaafar Djaafar,كي تمدولنا 100gوالريزو لا يوجد لاكونيكسو عيانة تقول فكرون يتمشى ماذا نديرو بها.همكم الوحيد سرق وتعريو في الناس لوكان جيتو تخمو في الزبون تاعكم تسقمو شبكة ولاكونيكسيو تاعكم وخليكم من الكذب والنفاق تقول جابوكم من إسرائيل,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
790,39,الحاج فلاڨ,تاعي ابونمو 70 خاص ب 20 دج كيفاه تولي؟,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
791,39,Mohamed El Amine,وهذي راني شفتها في سطوري يوجد منها,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
792,39,عادل دخوش,راها عندي جازي ندمت ليشريتها,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
793,39,محمد عبد الله,هذا عرض دفع مسبق ولا بعدي؟,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
794,40,Kader Kader,جيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
795,40,ဗီူ ဗီူ ဗီူ ဗီူ,جيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
796,40,Plume Plume,جيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
797,40,Abdelkader Re,جيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
798,40,Smiley Tipaza,جيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
799,40,Koléa Koléa,عرض شباب,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
800,40,Khair Edin Mohamed Louati,lkn tzido f lw9t 15jr khir m smana,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
801,40,Ël Pæţreøña,درتها 5 جيغا مش 10 الا لكدب ايضا تعبئة يسرقولك وياكتيفيولك دراهم على هواهم حسبي الله ونعم لوكيل متخموش فناس هدية بلاك معندهاش بلاك يحتاجو لنترنات يقراو رمضان ؤمضان توما سرق,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
802,40,Bouchra Benchkk,احشمو على عرضكم راكم تاكتفيو عروض و تدولي 100 وكليكم ربي في هذا شهر نعد.. سراقين,Negatif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
803,41,Sam Sam Ber,hayela,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
804,41,Kouider KDr,عندي 15يوم وانا نستنا لكي ديرولي migration من hayla bzzf ل legend,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
805,41,Med OM,كفاش نحولو منفرد ل legend,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
806,41,Khã Lās,الرمز لكي تفعيل انترنت,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
807,41,Yacine Laoudj,c est quoi une nouvelle puce ou seulement la legende ??,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
808,41,Kader Hasni,la comuniqation vers le telephone fixe est ce que c est gratuite ??,Neutre,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
809,41,Ici khàñchĺà 40,djezzy نتوما تسرقوو اكتيفيت خاص ب 10جيغا عطيطوني 5 وكيلكم ربي,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
810,41,Wahid MD,وكيفاه نحولو العرض اصحاب الشرائح القديمة,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
811,41,Abdeselam Boudkhila,عيش الفرحة مع djezzy dima معاكم,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
812,41,AminoAmine YaAmine,بصح مخصوصة رسائل ليست محدودة,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
813,42,Ici khàñchĺà 40,djezzy لماذا سرق اكتيفيت خاص ب 10جيغا عطيطوني 5جيغا,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
814,42,As Ma Belkacemi,شكرا جازي و مرحبا بكم في فوجنا في كل وقت و مرحبا بضيوفنا الكرام فوج امال قاوش يرحب بكم و يتمنى لكم رمضان مبارك و عيد سعيد,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
815,42,Koléa Koléa,بالتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
816,42,Abdelkader Re,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
817,42,زيراري محمد الطيب,تقبل الله منا ومنكم صالح الاعمال وجزاكم كل خير,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
818,42,Zouzou Zouzou,bravo,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
819,42,Nour Yagin,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
820,42,احمد لرباس,بتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
821,42,Faris Lahlouh,djezzy love,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
822,42,Plume Plume,بالتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
823,42,Seyfe Chaoui,سلام عليكم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
824,42,Frank Gsm,يرحم باباكم نحولنا عفايس لي راكو تنحو دراهم للناس لي راهم يجو يشتكو عندي كثر من لي راهم يفليكسيو,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
825,43,Noé Noé,احسن شريحة,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
826,43,Foofii Lacoste,احسن شريحة في الجزائر,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
827,43,Wahab Almatawar,صح فطورك,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
828,43,Abdelkader Re,bravo djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
829,43,يوسف الجزائري,djezzy,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,43,Wahab Almatawar,صح فطورك,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
831,44,Discovry LE Monde,التغطية لا يوجد والله الا عيب,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,44,Aymen YT,شبكة نتاعم ماسي كيما هوما كيف كيف شبكة ناقص خلاص,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
833,44,Karim Madrid,في ولاية مسيلة شبكة جازي ناقص كثيرا,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
834,44,Hamza Andaloussi,valable 1 mois ? et après la recharge pour la meme offre c est combien,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
835,44,عمر محمد بوباكورة,اسوء تغطية في الجزائر,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
836,44,Tarek Kan,جازي لاجند اسوء انترنت,Negatif,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
837,44,Amine Rossoneri,تغطية ماكانش راني معاهم في أكثر 11 سنة والله عييت من شبكة,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
838,44,Djaafar Djaafar,ماشبعتوش من الكذب.في المواقع عصابة منظمة ومنافقين حتى حرمة رمضان عفستو عليها لوكان ماشي الناس لي تقرا التعليقات نسمعكم كلام في حياتكم ماسمعتوه أحشمو,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
839,44,الآخرة خير وأبقى,لماذا لم استفد من امكانية تحويل رقمي 0771 إلى هاذا العرض ؟,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
840,44,Houari Bensaid,عندي 15يوم وانا نستنا لكي ديرولي migration من hayla bzzf ل legend,Neutre,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
841,44,Mokrane Lahouali,سلام هل يمكن التحويل migration من djezzy special 20 إلى هذا العرض، علما أني ادفع نفس المبلغ أي 20 دج شهريا و شريحتي تحمل الرقم 0770,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
842,45,عبد المالك بوفلكة,اصلحوا انترنت رآها كارثة 150 فشهر فيديو 2 دقائق ميمشيش,Negatif,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
843,45,و'تين و'تين,من يعرف اسجلني في جازي,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
844,45,عبد الباعث,خاوتي كيف نغير الحزمة,Neutre,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
845,45,Ismaiil Oukali,ياودي اصلحوا الشبكة فقط ومن بعد ساهل,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
846,46,Noé Noé,djezzy dans le coeur,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
847,46,Koléa Koléa,bravo djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
848,47,Lakhdar Abdelkrim,الف شكرا djezzy.. مزيدا من التألق والنجاح.. صح صحوركم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
849,47,Noé Noé,djezzy,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,47,Koléa Koléa,شكرا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
851,47,زيراري محمد الطيب,نتمنى لكم مزيدا من التقدم والتألق والرقي في المستقبل,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
852,47,Sofiane Rezeg,ان شاء الله من أحسن للأحسن,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
853,47,Kader Kader,شكرا djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
854,47,Messabihi Mohamed Anis,ربي يدوم المحبة,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
855,47,Badreddine Sadou,رمضان مبارك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
856,47,Youssef Tronzit,صح فطورك,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
857,47,Sofiane Rezeg,؛شكرآ جازي,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
858,47,Blondi Nette,مراهش يوجد شبكة و راها كي تجي تجي e,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
859,48,باىع الزهور,السلام عليكم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
860,48,Sam Sam Ber,fort fort djezzy,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
861,48,Lakhdar Abdelkrim,رمضان كريم جازي,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
862,48,Esper Enza,لم افهم لماذا سرق الفليكسي نحط رصيد منلقاش,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
863,48,Zaka Ria,djezzy راحلي العرض خاص ب جازي legend من الشريحة تاعي خلاص و ماعرفتش كيف نردو تقدرو تعاونوني و تفهموني كيف نردو؟,Neutre,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
864,48,Boukhari Miloud,للمرة الألف التدفق عندي في الليل صفر صلحولي الحالة,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
865,48,Ghani Akeb,بشحال100g,Neutre,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
866,48,Labgaa Ahmad,اخر مره نشري شريحة جازي,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
867,48,Rabah Khobizi,عروض ضعيفة من جازي لازملك عروض 1500 دج و فوق ولى ما تستفادش من المكالمات باستثناء عروض امتياز و هى الا دائمة,Negatif,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
868,48,Anis Benyahia,أعطونا تغيير الرزمة من special ل legend,Neutre,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
869,48,Abdelkader Re,رمضان كريم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
870,48,Abdeselam Boudkhila,عيش ايام رمضان مع djezzy,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
871,48,May Sofiane,سعر هذه الشريحة,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
872,48,ايمن مريول,تحياتي الجيزي يعطيكم صحة,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
873,48,Smiley Tipaza,رمضان كريم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
874,48,ᎯᏰᎠᎬᏞᎡᎯᎻᎷᎬᏁ ᏚᎥᏞᎬᎷ,أفضل شركة إتصالات في الجزائر,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
875,49,الناشط زيد,شبكة في تمنراست ضعيفة جدا جدا,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,49,Ŏuɱ ßặśśɱặ Mãläk,الشبكة والانترنت مقطوعين والاتصال بخدمة الزبائن كذلك الا متاحة ماذا نديرو,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
877,49,سامية الانيقة,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
878,49,Zahra El Bahri,العاب ممتعة,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
879,49,شمس فراح,كيف يتم الغاء الاشتراك ؟,Neutre,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
880,49,Sofiane Aissat,فاليستمتع الجميع بلألعاب الممتعة,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,50,Smail Luck,ضعف التغطية في بلدية الدحموني ولاية تيارت,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882,50,Nourelddine Rabia,بالتوفيق أن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
883,50,マウンテ ンライト,قومو بالرد في خاص,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
884,50,Rou Rou,حسبي الله ونعم الوكيل صواردي تروح مجانا الكونكسيو تتقطع كل نص ثانية حسبي الله و نعم الوكيل,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
885,50,تاج الوقار,",mobilis السلام عليكم كيف نبدل من عرض بيكس لعرض سما",Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
886,50,سامية الانيقة,تم,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
887,51,Ahm ED,جميل,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
888,51,Sidahmed Stambouli,شكرا موبيليس على هذا العرض,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
889,51,Zahra El Bahri,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
890,51,Hicham Hicham,شهادة لله موبيليس تحسن ملحوط في شبكة إنترنت يجب تحسين أسعار وتكون رقم 1 في الجزائر عن تجربة,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
891,51,Raouf Raouf,راني نخلص 20 كل شهر ممكن التغيير اوالتحويل ؟؟,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
892,51,Rãmï Mãdrïdï,هل عرض توانتي دفع يكون فاتورة مده الا محدودة او مثل شربحه عادية نفلكسي وقت منحب.,Neutre,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
893,51,Ali Bounabi,دفع قبلي او بعدي,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
894,51,Djamo Laiv,غالية اخي,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
895,51,Youssef Bld,توانتي ماذا فيها كامل عروض انترنت ؟,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
896,51,Bensahaila Mohammed,سقمولنا شبكة احواج نحن تخلصو .. مجانا,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
897,51,Ãbde Ãlhadi,كم من جيجا نحصل؟,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
898,51,Mouloud Hamdi,الشبكة شبه منعدمة يا mobilis,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
899,51,دردوري جمال الدين,هل يمكن تحويل شريحة توانتي إلى سما,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
900,51,مُحِي الدين مرزقان,شبكة في بلدية عين ببوش ولاية ام البواقي لا وجود له,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901,51,Hakou Yadel,وما فائدة العروض و الشبكة ضعيفة ؟,Negatif,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,51,Yasine Raouf,reseau très faible,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,51,Rachid Ben Oussaid,ممكن التحويل من sama إلى twenty?,Neutre,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
904,51,Fethi Mohand,ثمن الشريحة لو سمحت ؟,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
905,51,Pincha Bilel Benseghir,شبكة ضعيف جدا,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,51,Houari Hassini,أفضل عرض شكرا موبيليس,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
907,52,Zakaria RM,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
908,52,Boudis Youbi,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
909,52,ادريس زهاج,ياخي الكريم نحن في بلدية دار الشيوخ ولاية الجلفة نعاني من انقطاع متواصل في انترنت وشبكة الهاتف المحمول في شبكة موبليس,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
910,52,عبدو عبي في ان,نعم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
911,52,عبدو عبي في ان,جميل,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
912,52,رمضان نجاع,هل يوجد حل لي نقص انترنت,Negatif,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
913,52,Laya Laya,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
914,52,ఝటడ యీబదధౌ,كيفية تحويل شريحة إلى twantyi,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
915,52,اكرم اكرم,أبعثولنا أي نهار جيغات مجانا,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
916,52,Sofrani Nessrine,ردو علينا في خاص,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
917,52,Ahmed Lakhchine,هل يمكن العمل معكم كمصمم أو معلق صوتي,Neutre,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
918,52,Sami Hamrit,بلدية اولاد دراج ولاية المسيلة تعاني من حيث تدفق الانترنات هل من حلول,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
919,52,اخبار معذر الجزار Djezzar,هذه جديدة,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
920,52,عبدو عبي في ان,رائع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921,52,Meguenni Kessiassia,انا عندي 3g كيف ارجعها 4g,Neutre,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
922,52,Brahim Boss,اريد تغيير الشريحة إلى توانتي هل هذا متوفر و كيف واذا لم يكن متوفر لماذا و نحن عملاء لا نرغب بالتغيير,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
